0, 0, 0, 6.378e+06, 3.844e+08, 0, 0, 1.737e+06, 3.88e+09, 0, 0, 473000
1579, -45285, 0, 6.378e+06, 3.84407e+08, 3.68064e+06, 0, 1.737e+06, 3.86941e+09, 0, 0, 473000
16683, -272971, 0, 6.378e+06, 3.8386e+08, 2.21862e+07, 0, 1.737e+06, 3.81614e+09, 0, 0, 473000
22286, -329458, 0, 6.378e+06, 3.83574e+08, 2.67772e+07, 0, 1.737e+06, 3.8029e+09, 0, 0, 473000
28553, -387975, 0, 6.378e+06, 3.8324e+08, 3.15333e+07, 0, 1.737e+06, 3.78918e+09, 0, 0, 473000
60012, -614627, 0, 6.378e+06, 3.81364e+08, 4.99548e+07, 0, 1.737e+06, 3.7359e+09, 1, 0, 473000
69667, -670722, 0, 6.378e+06, 3.80748e+08, 5.4514e+07, 0, 1.737e+06, 3.72266e+09, 1, 0, 473000
80129, -728798, 0, 6.378e+06, 3.80073e+08, 5.92342e+07, 0, 1.737e+06, 3.70894e+09, 1, 0, 473000
127811, -953221, 0, 6.378e+06, 3.76879e+08, 7.74745e+07, 0, 1.737e+06, 3.65564e+09, 2, 0, 473000
141473, -1.00863e+06, 0, 6.378e+06, 3.75938e+08, 8.19779e+07, 0, 1.737e+06, 3.64239e+09, 3, 0, 473000
156084, -1.06596e+06, 0, 6.378e+06, 3.74926e+08, 8.66375e+07, 0, 1.737e+06, 3.62867e+09, 3, 0, 473000
219766, -1.28697e+06, 0, 6.378e+06, 3.70431e+08, 1.04601e+08, 0, 1.737e+06, 3.57535e+09, 6, 0, 473000
237371, -1.3414e+06, 0, 6.378e+06, 3.6917e+08, 1.09025e+08, 0, 1.737e+06, 3.56211e+09, 7, 0, 473000
256059, -1.39769e+06, 0, 6.378e+06, 3.67826e+08, 1.13599e+08, 0, 1.737e+06, 3.54838e+09, 8, 0, 473000
335430, -1.61413e+06, 0, 6.378e+06, 3.62057e+08, 1.31191e+08, 0, 1.737e+06, 3.49505e+09, 13, 0, 473000
356891, -1.6673e+06, 0, 6.378e+06, 3.60482e+08, 1.35512e+08, 0, 1.737e+06, 3.48179e+09, 15, 0, 473000
379563, -1.72224e+06, 0, 6.378e+06, 3.58815e+08, 1.39978e+08, 0, 1.737e+06, 3.46806e+09, 17, 0, 473000
474225, -1.933e+06, 0, 6.378e+06, 3.51803e+08, 1.57107e+08, 0, 1.737e+06, 3.41471e+09, 25, 0, 473000
499432, -1.98462e+06, 0, 6.378e+06, 3.49923e+08, 1.61303e+08, 0, 1.737e+06, 3.40146e+09, 27, 0, 473000
525975, -2.03794e+06, 0, 6.378e+06, 3.47941e+08, 1.65637e+08, 0, 1.737e+06, 3.38772e+09, 29, 0, 473000
635445, -2.24191e+06, 0, 6.378e+06, 3.39726e+08, 1.82215e+08, 0, 1.737e+06, 3.33436e+09, 41, 0, 473000
664271, -2.29173e+06, 0, 6.378e+06, 3.37553e+08, 1.86264e+08, 0, 1.737e+06, 3.3211e+09, 44, 0, 473000
694547, -2.34314e+06, 0, 6.378e+06, 3.35267e+08, 1.90443e+08, 0, 1.737e+06, 3.30735e+09, 48, 0, 473000
818264, -2.53928e+06, 0, 6.378e+06, 3.25894e+08, 2.06384e+08, 0, 1.737e+06, 3.25397e+09, 64, 0, 473000
850558, -2.58704e+06, 0, 6.378e+06, 3.23439e+08, 2.10266e+08, 0, 1.737e+06, 3.24071e+09, 69, 0, 473000
884413, -2.63629e+06, 0, 6.378e+06, 3.20863e+08, 2.14269e+08, 0, 1.737e+06, 3.22696e+09, 74, 0, 473000
1.02174e+06, -2.82359e+06, 0, 6.378e+06, 3.10384e+08, 2.29492e+08, 0, 1.737e+06, 3.17356e+09, 95, 0, 473000
1.05734e+06, -2.86905e+06, 0, 6.378e+06, 3.07661e+08, 2.33186e+08, 0, 1.737e+06, 3.16029e+09, 101, 0, 473000
1.09459e+06, -2.91588e+06, 0, 6.378e+06, 3.04808e+08, 2.36993e+08, 0, 1.737e+06, 3.14654e+09, 108, 0, 473000
1.24482e+06, -3.09341e+06, 0, 6.378e+06, 2.93281e+08, 2.51421e+08, 0, 1.737e+06, 3.09312e+09, 135, 0, 473000
1.28353e+06, -3.13633e+06, 0, 6.378e+06, 2.90304e+08, 2.5491e+08, 0, 1.737e+06, 3.07984e+09, 143, 0, 473000
1.324e+06, -3.18052e+06, 0, 6.378e+06, 2.87191e+08, 2.58502e+08, 0, 1.737e+06, 3.06608e+09, 151, 0, 473000
1.48634e+06, -3.34738e+06, 0, 6.378e+06, 2.74679e+08, 2.72064e+08, 0, 1.737e+06, 3.01264e+09, 185, 0, 473000
1.52798e+06, -3.38757e+06, 0, 6.378e+06, 2.71465e+08, 2.7533e+08, 0, 1.737e+06, 2.99936e+09, 195, 0, 473000
1.57145e+06, -3.42889e+06, 0, 6.378e+06, 2.68107e+08, 2.78688e+08, 0, 1.737e+06, 2.9856e+09, 204, 0, 473000
1.74508e+06, -3.58427e+06, 0, 6.378e+06, 2.54679e+08, 2.91317e+08, 0, 1.737e+06, 2.93213e+09, 246, 0, 473000
1.78942e+06, -3.62152e+06, 0, 6.378e+06, 2.51245e+08, 2.94344e+08, 0, 1.737e+06, 2.91885e+09, 258, 0, 473000
1.83567e+06, -3.65978e+06, 0, 6.378e+06, 2.47662e+08, 2.97454e+08, 0, 1.737e+06, 2.90508e+09, 270, 0, 473000
2.01969e+06, -3.80293e+06, 0, 6.378e+06, 2.33388e+08, 3.09089e+08, 0, 1.737e+06, 2.85159e+09, 320, 0, 473000
2.06651e+06, -3.83706e+06, 0, 6.378e+06, 2.29753e+08, 3.11863e+08, 0, 1.737e+06, 2.8383e+09, 333, 0, 473000
2.1153e+06, -3.87206e+06, 0, 6.378e+06, 2.25964e+08, 3.14708e+08, 0, 1.737e+06, 2.82453e+09, 347, 0, 473000
2.30878e+06, -4.00232e+06, 0, 6.378e+06, 2.10922e+08, 3.25294e+08, 0, 1.737e+06, 2.77101e+09, 406, 0, 473000
2.35784e+06, -4.03317e+06, 0, 6.378e+06, 2.07105e+08, 3.27802e+08, 0, 1.737e+06, 2.75772e+09, 421, 0, 473000
2.40892e+06, -4.06476e+06, 0, 6.378e+06, 2.03129e+08, 3.3037e+08, 0, 1.737e+06, 2.74394e+09, 438, 0, 473000
2.61087e+06, -4.18151e+06, 0, 6.378e+06, 1.87399e+08, 3.39859e+08, 0, 1.737e+06, 2.6904e+09, 505, 0, 473000
2.66192e+06, -4.20894e+06, 0, 6.378e+06, 1.83421e+08, 3.42088e+08, 0, 1.737e+06, 2.67709e+09, 523, 0, 473000
2.71504e+06, -4.23698e+06, 0, 6.378e+06, 1.7928e+08, 3.44367e+08, 0, 1.737e+06, 2.6633e+09, 541, 0, 473000
2.92444e+06, -4.33971e+06, 0, 6.378e+06, 1.62944e+08, 3.52716e+08, 0, 1.737e+06, 2.60974e+09, 617, 0, 473000
2.97722e+06, -4.3636e+06, 0, 6.378e+06, 1.58824e+08, 3.54659e+08, 0, 1.737e+06, 2.59643e+09, 637, 0, 473000
3.03211e+06, -4.38797e+06, 0, 6.378e+06, 1.5454e+08, 3.56639e+08, 0, 1.737e+06, 2.58263e+09, 658, 0, 473000
3.24792e+06, -4.47622e+06, 0, 6.378e+06, 1.37684e+08, 3.63812e+08, 0, 1.737e+06, 2.52903e+09, 742, 0, 473000
3.30218e+06, -4.49648e+06, 0, 6.378e+06, 1.33445e+08, 3.65459e+08, 0, 1.737e+06, 2.51572e+09, 764, 0, 473000
3.35856e+06, -4.51707e+06, 0, 6.378e+06, 1.29038e+08, 3.67132e+08, 0, 1.737e+06, 2.50191e+09, 786, 0, 473000
3.57972e+06, -4.5905e+06, 0, 6.378e+06, 1.11749e+08, 3.731e+08, 0, 1.737e+06, 2.44828e+09, 878, 0, 473000
3.63518e+06, -4.60704e+06, 0, 6.378e+06, 1.07412e+08, 3.74444e+08, 0, 1.737e+06, 2.43496e+09, 902, 0, 473000
3.69278e+06, -4.62376e+06, 0, 6.378e+06, 1.02907e+08, 3.75804e+08, 0, 1.737e+06, 2.42115e+09, 926, 0, 473000
3.91819e+06, -4.68209e+06, 0, 6.378e+06, 8.52716e+07, 3.80544e+08, 0, 1.737e+06, 2.36748e+09, 1024, 0, 473000
3.97458e+06, -4.69486e+06, 0, 6.378e+06, 8.08585e+07, 3.81582e+08, 0, 1.737e+06, 2.35415e+09, 1049, 0, 473000
4.03312e+06, -4.70766e+06, 0, 6.378e+06, 7.62774e+07, 3.82622e+08, 0, 1.737e+06, 2.34033e+09, 1075, 0, 473000
4.2617e+06, -4.75069e+06, 0, 6.378e+06, 5.83854e+07, 3.86119e+08, 0, 1.737e+06, 2.28663e+09, 1177, 0, 473000
4.31876e+06, -4.75964e+06, 0, 6.378e+06, 5.39186e+07, 3.86847e+08, 0, 1.737e+06, 2.27329e+09, 1203, 0, 473000
4.37795e+06, -4.76848e+06, 0, 6.378e+06, 4.92843e+07, 3.87565e+08, 0, 1.737e+06, 2.25946e+09, 1230, 0, 473000
4.6086e+06, -4.79609e+06, 0, 6.378e+06, 3.12246e+07, 3.89809e+08, 0, 1.737e+06, 2.20572e+09, 1334, 0, 473000
4.66605e+06, -4.8012e+06, 0, 6.378e+06, 2.67261e+07, 3.90225e+08, 0, 1.737e+06, 2.19237e+09, 1360, 0, 473000
4.72562e+06, -4.80607e+06, 0, 6.378e+06, 2.20615e+07, 3.9062e+08, 0, 1.737e+06, 2.17852e+09, 1387, 0, 473000
4.95724e+06, -4.81822e+06, 0, 6.378e+06, 3.92266e+06, 3.91608e+08, 0, 1.737e+06, 2.12475e+09, 1490, 0, 473000
5.01481e+06, -4.8195e+06, 0, 6.378e+06, -585481, 3.91712e+08, 0, 1.737e+06, 2.11138e+09, 1515, 0, 473000
5.07448e+06, -4.82039e+06, 0, 6.378e+06, -5.25767e+06, 3.91784e+08, 0, 1.737e+06, 2.09753e+09, 1541, 0, 473000
5.306e+06, -4.81714e+06, 0, 6.378e+06, -2.33877e+07, 3.9152e+08, 0, 1.737e+06, 2.04371e+09, 1638, 0, 473000
5.36343e+06, -4.81459e+06, 0, 6.378e+06, -2.78838e+07, 3.91314e+08, 0, 1.737e+06, 2.03033e+09, 1661, 0, 473000
5.42291e+06, -4.81153e+06, 0, 6.378e+06, -3.25411e+07, 3.91064e+08, 0, 1.737e+06, 2.01647e+09, 1685, 0, 473000
5.65327e+06, -4.79298e+06, 0, 6.378e+06, -5.05756e+07, 3.89557e+08, 0, 1.737e+06, 1.9626e+09, 1772, 0, 473000
5.71028e+06, -4.78666e+06, 0, 6.378e+06, -5.50383e+07, 3.89043e+08, 0, 1.737e+06, 1.94921e+09, 1792, 0, 473000
5.76931e+06, -4.77969e+06, 0, 6.378e+06, -5.96586e+07, 3.88476e+08, 0, 1.737e+06, 1.93533e+09, 1812, 0, 473000
5.99746e+06, -4.74604e+06, 0, 6.378e+06, -7.75126e+07, 3.85742e+08, 0, 1.737e+06, 1.88141e+09, 1882, 0, 473000
6.0538e+06, -4.73599e+06, 0, 6.378e+06, -8.19211e+07, 3.84925e+08, 0, 1.737e+06, 1.86801e+09, 1897, 0, 473000
6.11211e+06, -4.72517e+06, 0, 6.378e+06, -8.64828e+07, 3.84045e+08, 0, 1.737e+06, 1.85412e+09, 1912, 0, 473000
6.33703e+06, -4.67668e+06, 0, 6.378e+06, -1.04073e+08, 3.80104e+08, 0, 1.737e+06, 1.80014e+09, 1957, 0, 473000
6.39246e+06, -4.66298e+06, 0, 6.378e+06, -1.08407e+08, 3.78991e+08, 0, 1.737e+06, 1.78672e+09, 1964, 0, 473000
6.44979e+06, -4.64838e+06, 0, 6.378e+06, -1.12889e+08, 3.77804e+08, 0, 1.737e+06, 1.77282e+09, 1971, 0, 473000
6.67049e+06, -4.58538e+06, 0, 6.378e+06, -1.30136e+08, 3.72684e+08, 0, 1.737e+06, 1.71877e+09, 1981, 0, 473000
6.72476e+06, -4.56813e+06, 0, 6.378e+06, -1.34375e+08, 3.71281e+08, 0, 1.737e+06, 1.70534e+09, 1979, 0, 473000
6.78087e+06, -4.54984e+06, 0, 6.378e+06, -1.38757e+08, 3.69795e+08, 0, 1.737e+06, 1.69142e+09, 1976, 0, 473000
6.99638e+06, -4.47273e+06, 0, 6.378e+06, -1.55583e+08, 3.63528e+08, 0, 1.737e+06, 1.63731e+09, 1939, 0, 473000
7.04927e+06, -4.45202e+06, 0, 6.378e+06, -1.59709e+08, 3.61844e+08, 0, 1.737e+06, 1.62386e+09, 1924, 0, 473000
7.1039e+06, -4.43016e+06, 0, 6.378e+06, -1.63971e+08, 3.60068e+08, 0, 1.737e+06, 1.60992e+09, 1907, 0, 473000
7.31333e+06, -4.33939e+06, 0, 6.378e+06, -1.803e+08, 3.5269e+08, 0, 1.737e+06, 1.55573e+09, 1810, 0, 473000
7.3646e+06, -4.31534e+06, 0, 6.378e+06, -1.84295e+08, 3.50735e+08, 0, 1.737e+06, 1.54226e+09, 1778, 0, 473000
7.41754e+06, -4.29003e+06, 0, 6.378e+06, -1.88419e+08, 3.48679e+08, 0, 1.737e+06, 1.5283e+09, 1742, 0, 473000
7.61999e+06, -4.18611e+06, 0, 6.378e+06, -2.0418e+08, 3.40233e+08, 0, 1.737e+06, 1.47403e+09, 1567, 0, 473000
7.66943e+06, -4.15886e+06, 0, 6.378e+06, -2.08026e+08, 3.38017e+08, 0, 1.737e+06, 1.46054e+09, 1513, 0, 473000
7.72045e+06, -4.13025e+06, 0, 6.378e+06, -2.11995e+08, 3.35692e+08, 0, 1.737e+06, 1.44655e+09, 1455, 0, 473000
