0, 8.05825e+16, 0.499485
1, 1.9803e+15, 1.3507
0, 4.39167e+16, 0.575751
0, 4.30103e+16, 0.799464
0, 7.12598e+16, 0.756748
0, 5.14916e+16, 1.55181
1, 1.17349e+16, 0.775798
1, 4.08358e+16, 0.0828375
0, 3.56527e+16, 0.721158
0, 6.15763e+16, 1.13472
1, 4.48875e+16, 0.617198
0, 6.22019e+16, 0.272329
0, 7.70816e+16, 0.707247
1, 1.63194e+16, 0.731753
1, 1.23774e+16, 0.998303
1, 1.66748e+16, 1.0939
0, 4.70362e+16, 1.55452
1, 1.50737e+16, 1.33587
0, 4.69606e+16, 0.830335
1, 3.82907e+15, 0.112721
0, 7.51976e+16, 1.29623
1, 3.99985e+16, 0.631869
1, 9.01363e+16, 0.184208
0, 8.8746e+16, 0.70361
1, 2.20088e+16, 0.967202
1, 2.50172e+16, 0.0598342
1, 3.37211e+16, 1.23862
0, 6.9913e+16, 1.16327
0, 9.80512e+16, 0.135007
1, 3.17797e+16, 0.98861
0, 3.81171e+16, 0.99448
1, 5.83458e+16, 0.833977
0, 8.01942e+16, 0.545645
0, 7.10686e+16, 0.552045
0, 5.2233e+16, 1.43978
0, 8.85532e+16, 0.839121
0, 6.19249e+16, 1.31322
0, 4.86873e+16, 0.423322
0, 7.05501e+16, 0.101063
1, 2.80372e+16, 1.25432
1, 1.46313e+16, 0.642541
1, 3.36404e+16, 0.592789
0, 3.58274e+16, 0.173578
1, 9.7991e+15, 0.179982
0, 6.60165e+16, 1.31218
0, 8.57008e+16, 1.42915
0, 7.95841e+16, 1.30376
0, 5.88262e+16, 1.09328
0, 6.4215e+16, 1.18854
1, 1.34955e+15, 0.763492
1, 2.38102e+16, 1.51179
1, 1.50614e+16, 1.23821
0, 5.38296e+16, 1.5051
0, 7.69576e+16, 0.31223
0, 8.73764e+16, 0.371676
0, 3.8294e+16, 1.26416
0, 4.84577e+16, 0.983194
1, 1.33676e+15, 0.660765
1, 4.43793e+16, 1.32527
1, 5.30449e+16, 0.322737
0, 5.56255e+16, 1.13815
1, 5.47351e+16, 0.776374
1, 3.56615e+16, 0.757615
0, 8.11375e+16, 0.982932
0, 7.44138e+16, 0.102545
1, 1.69024e+16, 0.697798
0, 4.97146e+16, 0.259064
0, 4.04255e+16, 1.19016
0, 6.85309e+16, 0.303985
0, 6.92019e+16, 0.175884
1, 3.0103e+16, 1.09578
0, 9.56317e+16, 0.710291
0, 9.96822e+16, 1.28337
1, 4.01083e+15, 0.802497
1, 4.6922e+16, 0.563851
1, 2.16741e+16, 0.77797
1, 2.72901e+16, 0.912386
0, 6.69975e+16, 0.845357
0, 6.37531e+16, 0.765733
0, 9.58969e+16, 0.849708
1, 2.88204e+16, 0.51628
1, 5.88986e+16, 0.370444
1, 1.08696e+15, 1.02105
0, 5.66579e+16, 1.06273
1, 6.92715e+16, 0.958801
1, 5.50858e+15, 0.645472
1, 3.31222e+16, 0.255334
0, 5.85773e+16, 1.183
0, 3.61016e+16, 0.18226
1, 1.34941e+16, 0.705183
1, 1.80101e+16, 0.059719
0, 6.80937e+16, 0.843945
1, 2.01998e+16, 0.0607921
0, 7.11333e+16, 1.33581
0, 7.76158e+16, 1.29779
0, 9.21099e+16, 0.814416
0, 7.64164e+16, 0.034037
0, 9.6695e+16, 0.216571
0, 6.49937e+16, 1.23623
0, 8.8128e+16, 0.797531
0, 7.38154e+16, 1.11615
1, 3.8397e+15, 0.0989309
1, 1.96441e+16, 1.17045
1, 4.80426e+16, 0.0928327
1, 3.50724e+16, 0.0373248
1, 9.57001e+16, 0.342182
1, 1.86238e+16, 0.436081
1, 6.15629e+15, 0.943799
0, 7.26189e+16, 1.02309
1, 6.76725e+15, 1.34551
1, 9.73923e+15, 0.258929
0, 6.81124e+16, 0.697394
0, 7.39702e+16, 0.635782
1, 3.40496e+16, 0.967094
1, 2.00675e+16, 0.908714
0, 5.467e+16, 0.640863
1, 1.93833e+16, 0.343277
0, 3.25742e+16, 1.54773
0, 5.04564e+16, 0.218568
0, 7.19451e+16, 1.14767
0, 4.6854e+16, 1.38981
0, 7.32215e+16, 0.145474
0, 9.60654e+16, 1.2031
0, 9.54359e+16, 1.11879
0, 6.17736e+16, 0.886614
0, 6.87045e+16, 1.00735
0, 7.13126e+16, 0.965735
0, 9.2535e+16, 1.25994
0, 6.46587e+16, 1.20091
1, 2.83886e+16, 1.20712
1, 6.32047e+16, 0.201795
1, 1.96863e+16, 0.0813869
1, 2.3302e+16, 0.140006
0, 5.9149e+16, 0.356845
0, 6.1416e+16, 1.18396
0, 5.62063e+16, 1.25671
0, 7.8787e+16, 1.2223
1, 2.34827e+16, 1.4413
0, 7.12997e+16, 1.28509
1, 3.8073e+16, 0.389987
0, 7.76642e+16, 1.10668
1, 1.37355e+16, 0.560395
1, 9.31277e+15, 0.000694383
1, 3.06917e+15, 0.710207
0, 8.29808e+16, 0.288746
1, 2.52583e+15, 0.0830236
0, 6.3056e+16, 1.02137
0, 7.85393e+16, 1.08008
1, 4.49654e+16, 0.603151
0, 8.27225e+16, 1.32154
1, 2.62629e+16, 0.928376
0, 7.6733e+16, 0.528108
1, 2.47108e+16, 1.05694
0, 8.86374e+16, 0.960682
1, 2.47525e+16, 0.918901
1, 8.94916e+15, 0.364942
1, 1.52097e+15, 0.822199
0, 9.22454e+16, 0.75076
1, 2.82333e+15, 1.1611
0, 9.50556e+16, 1.18147
0, 4.58781e+16, 0.902462
0, 5.684e+16, 0.702248
0, 6.36914e+16, 1.41067
0, 3.21693e+16, 1.30333
1, 2.55796e+16, 0.577566
0, 6.15974e+16, 0.745123
0, 8.00792e+16, 1.43539
0, 4.82467e+16, 0.991375
1, 3.39037e+16, 0.354447
0, 9.31136e+16, 1.1221
1, 1.15547e+16, 0.0493717
0, 6.33681e+16, 1.48319
1, 4.57602e+16, 0.527574
0, 8.63731e+16, 0.743553
0, 6.9044e+16, 1.26908
1, 1.27675e+16, 1.49543
0, 6.19282e+16, 0.0733715
1, 4.83584e+15, 1.27498
1, 4.09728e+16, 1.15281
0, 4.64565e+16, 0.226001
1, 1.59183e+16, 1.00539
0, 4.84853e+16, 1.04391
0, 5.94584e+16, 0.548632
0, 7.61832e+16, 0.714501
1, 2.95101e+16, 0.546962
1, 2.39887e+16, 0.789369
0, 9.76203e+16, 0.511205
0, 4.61702e+16, 1.17466
0, 5.4614e+16, 1.17805
1, 8.58865e+16, 1.4432
1, 3.72778e+15, 0.504771
1, 1.60738e+16, 0.436776
1, 3.89154e+15, 0.939135
1, 5.02327e+16, 0.314258
1, 2.50347e+16, 0.385669
0, 4.53544e+16, 1.26252
1, 4.61689e+16, 0.0760351
0, 9.84327e+16, 0.580536
0, 5.03319e+16, 0.72537
1, 2.18283e+16, 0.221205
0, 6.03247e+16, 1.5062
0, 6.05038e+16, 0.380587
0, 8.54637e+16, 1.25439
1, 2.6539e+16, 1.55656
0, 7.85673e+16, 0.0489136
0, 6.99687e+16, 1.03798
1, 2.59259e+16, 0.791366
0, 5.63746e+16, 0.147073
1, 2.75882e+15, 0.293072
1, 2.90685e+15, 0.199053
0, 5.75529e+16, 0.146399
0, 6.20929e+16, 0.816241
1, 4.5212e+16, 1.48222
0, 9.75292e+16, 1.26476
0, 6.38421e+16, 0.208174
1, 1.0677e+16, 0.961272
1, 9.50056e+16, 0.124526
0, 3.23956e+16, 1.48855
0, 4.04588e+16, 1.22436
1, 1.51882e+16, 1.41124
0, 8.60597e+16, 0.265866
0, 8.62711e+16, 1.27332
1, 2.89975e+15, 0.392924
1, 1.11208e+16, 0.900927
0, 8.86607e+16, 1.06275
1, 2.90376e+16, 1.41326
0, 6.27234e+16, 0.604358
0, 8.00658e+16, 1.52605
1, 2.89518e+16, 1.56477
1, 2.74317e+16, 1.20457
1, 5.1356e+16, 0.0813934
0, 7.86916e+16, 1.24081
