Outcome, Magnitude, Theta
0, 4.72402e+22, 1.51292
1, 5.0634e+21, 0.833791
0, 2.50431e+22, 0.619421
0, 2.06004e+22, 0.879118
0, 1.67934e+22, 1.54673
1, 8.76909e+21, 0.780515
1, 5.30072e+21, 0.690749
0, 1.08663e+22, 0.759431
1, 2.13205e+22, 0.438814
0, 3.19519e+22, 0.781783
0, 4.67753e+22, 0.381085
0, 1.83961e+22, 0.946977
0, 3.27929e+22, 0.232758
0, 4.27429e+22, 0.774221
0, 3.91163e+22, 0.315798
0, 4.29643e+22, 0.681286
0, 4.15467e+22, 1.10747
1, 4.54935e+22, 0.0161131
0, 3.18467e+22, 1.39231
0, 2.7986e+22, 1.44067
0, 1.65365e+22, 1.08593
1, 6.62292e+21, 0.692964
0, 4.4172e+22, 1.17697
0, 1.90785e+22, 1.19255
1, 2.1082e+22, 0.157244
0, 2.66218e+22, 0.941632
0, 1.41611e+22, 1.45716
0, 3.28825e+22, 1.19753
1, 1.72525e+22, 0.0387234
0, 3.8583e+22, 0.784081
1, 4.29427e+22, 0.106915
1, 8.24382e+21, 0.377049
1, 8.44749e+21, 0.377736
0, 2.48972e+22, 0.660603
0, 1.82017e+22, 1.10755
0, 4.62358e+22, 0.769321
0, 2.00812e+22, 1.32884
0, 9.51185e+21, 0.752416
0, 1.78088e+22, 1.33903
1, 4.37642e+22, 0.0741292
1, 7.011e+21, 0.809097
0, 2.42819e+22, 0.502538
0, 3.15128e+22, 0.795643
0, 2.29894e+22, 1.33312
0, 2.9934e+22, 1.47064
1, 1.39469e+22, 0.359618
1, 9.60791e+21, 0.617648
0, 4.08229e+22, 1.25976
0, 1.13426e+22, 1.26985
0, 2.50526e+22, 0.728326
1, 1.16605e+22, 0.364151
0, 2.49553e+22, 0.641993
0, 4.67189e+22, 1.46186
0, 3.43088e+22, 0.547584
0, 4.7646e+22, 0.291512
0, 2.38785e+22, 1.2526
0, 3.45692e+22, 1.1137
0, 4.11468e+22, 0.432608
0, 4.11756e+22, 0.939229
1, 5.55051e+21, 0.883227
1, 1.24521e+22, 0.251606
0, 3.57675e+22, 1.48183
0, 3.04628e+22, 1.48565
1, 1.038e+22, 0.819972
0, 4.11928e+22, 0.969629
1, 6.3315e+21, 0.422128
0, 2.21979e+22, 1.51561
0, 4.95545e+22, 1.21843
1, 7.35183e+21, 0.51507
1, 1.82036e+22, 0.10892
0, 2.20433e+22, 0.110271
0, 3.11764e+22, 0.336883
0, 1.99066e+22, 0.900796
1, 4.42584e+22, 0.182884
0, 1.78673e+22, 1.39248
0, 4.78075e+22, 1.4403
0, 3.48043e+22, 0.838214
0, 4.46696e+22, 0.450748
0, 3.15443e+22, 1.57012
0, 4.01911e+22, 0.250698
1, 1.53729e+22, 0.388369
0, 3.5217e+22, 0.227849
0, 3.32956e+22, 0.41843
0, 9.2892e+21, 0.60963
0, 3.98261e+22, 0.262914
1, 2.11326e+22, 1.01653
0, 4.99073e+22, 1.1866
0, 2.76245e+22, 1.48841
0, 1.92235e+22, 1.44605
0, 4.31332e+22, 0.408089
0, 4.7322e+22, 0.961238
1, 1.77674e+22, 0.593709
1, 1.50497e+22, 0.088233
0, 4.53842e+22, 1.31334
0, 3.5452e+22, 0.741686
0, 1.32434e+22, 0.663678
0, 4.62084e+22, 0.333056
1, 2.45851e+22, 0.057395
0, 2.95789e+22, 1.3726
0, 3.56118e+22, 1.41528
0, 1.00196e+22, 1.5487
0, 4.70098e+22, 0.901309
0, 1.08014e+22, 1.36204
0, 3.74905e+22, 0.741353
0, 1.98583e+22, 0.64897
0, 4.2651e+22, 0.705958
0, 3.11953e+22, 0.608625
0, 4.04696e+22, 1.25035
0, 3.38881e+22, 1.38125
0, 3.26453e+22, 1.10852
0, 3.47866e+22, 0.731424
0, 4.79833e+22, 0.0725264
0, 3.76504e+22, 0.715717
0, 4.53666e+22, 0.33621
0, 1.4813e+22, 0.938899
0, 2.6936e+22, 0.452802
0, 2.47648e+22, 1.16504
0, 4.64959e+22, 1.24583
0, 2.30963e+22, 1.03756
0, 2.89612e+22, 0.640029
0, 2.808e+22, 1.07085
0, 4.29786e+22, 0.631779
0, 2.30195e+22, 0.109662
1, 1.38202e+22, 0.426913
0, 1.6859e+22, 1.15436
0, 2.85251e+22, 0.968637
0, 4.80635e+22, 0.882073
1, 5.3491e+21, 0.731926
1, 7.22629e+21, 0.351958
1, 1.76309e+22, 0.553604
1, 4.49058e+22, 0.0731464
0, 4.71792e+22, 0.494878
0, 2.93677e+22, 1.08277
0, 7.28613e+21, 1.453
0, 3.07076e+22, 1.2991
0, 2.94234e+22, 0.528235
0, 2.12808e+22, 0.377961
0, 3.14965e+22, 0.823349
0, 4.86574e+22, 0.384763
0, 4.36407e+22, 1.3838
0, 4.02229e+22, 0.766811
0, 3.24417e+22, 0.445377
0, 1.34727e+22, 1.00184
0, 4.18349e+22, 0.471071
1, 7.43848e+21, 0.11548
1, 1.2354e+22, 0.688561
0, 1.48222e+22, 1.30252
1, 2.28104e+22, 0.608567
1, 2.63182e+22, 0.223175
0, 3.59573e+22, 1.02322
0, 1.95044e+22, 1.47571
0, 1.45251e+22, 1.33722
0, 2.78931e+22, 0.465015
0, 3.10995e+22, 1.18404
0, 9.91186e+21, 1.50065
0, 3.40458e+22, 0.985452
0, 3.62842e+22, 0.024891
0, 4.97375e+22, 1.39493
0, 9.0951e+21, 1.51945
0, 4.63834e+22, 0.561175
0, 4.37514e+22, 0.312325
1, 1.6972e+22, 0.327388
0, 3.93898e+22, 0.782206
0, 4.96716e+22, 1.48955
0, 3.08649e+22, 1.54351
1, 8.6423e+21, 1.32676
0, 3.48224e+22, 0.924135
0, 3.05247e+22, 0.782947
0, 4.06658e+22, 0.778605
0, 4.88148e+22, 0.747772
1, 8.605e+21, 0.694006
0, 2.79064e+22, 0.415146
0, 2.95587e+22, 0.8197
0, 4.13862e+22, 0.45392
0, 2.92441e+22, 1.27851
0, 2.83385e+22, 0.926058
0, 1.61319e+22, 1.31055
0, 2.56601e+22, 0.608798
0, 3.2489e+22, 0.377126
0, 2.3101e+22, 0.52417
0, 2.88089e+22, 0.864201
0, 1.11083e+22, 1.56344
1, 9.31007e+21, 0.89444
0, 4.14488e+22, 0.931061
0, 3.26001e+22, 0.549895
0, 3.54664e+22, 0.843731
0, 3.95911e+22, 1.23659
1, 2.25496e+22, 0.710165
0, 4.13117e+22, 0.665957
0, 4.37568e+22, 1.39643
1, 1.99506e+22, 0.0453467
0, 4.39674e+22, 1.20481
0, 1.50654e+22, 0.574465
0, 9.93885e+21, 1.30156
1, 2.74891e+22, 0.0323247
0, 4.75498e+22, 1.04244
1, 1.10904e+22, 1.10993
1, 1.3349e+22, 0.15149
1, 1.95065e+22, 1.05475
0, 4.92031e+22, 0.185002
0, 3.41669e+22, 0.219838
1, 2.61503e+22, 0.272575
0, 4.32896e+22, 1.48935
0, 1.83053e+22, 1.06133
0, 2.84676e+22, 0.599953
0, 1.79219e+22, 1.12813
0, 3.31128e+22, 1.25677
0, 3.86314e+22, 0.45337
1, 5.39513e+21, 0.823296
0, 3.40275e+22, 1.16295
0, 3.59592e+22, 0.580395
1, 1.18352e+22, 0.14412
1, 1.23531e+22, 1.16121
1, 9.35874e+21, 0.363673
0, 4.18056e+22, 0.795886
0, 3.64595e+22, 1.41314
0, 2.77544e+22, 1.07286
0, 2.5532e+22, 1.25406
1, 1.50334e+22, 1.07521
1, 3.2795e+22, 0.0174453
1, 1.30256e+22, 0.0270525
0, 4.84103e+22, 0.818189
1, 1.1891e+22, 0.965567
0, 3.66017e+22, 0.834642
0, 3.46912e+22, 0.743433
0, 3.68417e+22, 0.29773
0, 2.51068e+22, 0.570181
0, 3.2396e+22, 0.233555
0, 3.62363e+22, 1.36265
1, 1.98288e+22, 0.436333
0, 3.72363e+22, 0.611101
0, 4.12924e+22, 1.52544
1, 7.77811e+21, 0.84393
0, 2.02125e+22, 0.813981
0, 4.85621e+22, 1.20829
0, 4.8796e+22, 1.04183
1, 2.83475e+22, 0.0109459
0, 4.25892e+22, 0.210901
0, 3.35634e+22, 0.617678
1, 1.0093e+22, 0.129649
1, 1.32444e+22, 0.10481
0, 2.90675e+22, 0.660734
1, 2.07674e+22, 0.496423
0, 7.69365e+21, 1.15141
0, 4.50546e+22, 1.31288
0, 4.78182e+22, 0.702575
0, 3.78275e+22, 0.75699
0, 4.19919e+22, 0.00217131
0, 3.04037e+22, 0.589158
0, 4.10292e+22, 1.35054
0, 4.15446e+22, 0.214048
0, 3.36559e+22, 0.266337
0, 3.4475e+22, 1.09998
0, 2.39834e+22, 0.908181
0, 1.08471e+22, 1.53827
0, 4.54968e+22, 1.15289
1, 2.28772e+22, 0.199158
0, 1.55271e+22, 1.38714
0, 2.85369e+22, 0.481607
0, 2.609e+22, 0.842738
0, 2.72679e+22, 1.06062
1, 2.16242e+22, 0.0562478
1, 8.96417e+21, 0.597965
0, 3.68424e+22, 1.26456
1, 1.9164e+22, 0.196307
0, 4.80477e+22, 0.581813
0, 1.76e+22, 1.42614
1, 1.41191e+22, 0.719966
1, 6.47604e+21, 0.895728
0, 4.08222e+22, 1.09473
1, 2.61245e+22, 0.494895
1, 1.59866e+22, 0.463871
0, 1.89078e+22, 0.454075
0, 2.6178e+22, 0.188022
0, 3.35806e+22, 1.53354
0, 2.70965e+22, 1.05449
0, 5.48296e+21, 1.1323
0, 7.68185e+21, 1.36864
0, 1.24003e+22, 1.23378
0, 3.02658e+22, 1.46083
0, 4.11475e+22, 0.0938404
0, 3.91258e+22, 1.32408
0, 4.55045e+22, 0.35818
1, 1.73311e+22, 0.661208
0, 1.23149e+22, 1.39263
0, 4.73143e+22, 0.0682718
1, 7.24808e+21, 1.01967
0, 3.79158e+22, 1.03318
0, 4.88093e+22, 0.774823
0, 4.09033e+22, 0.194893
0, 3.74951e+22, 0.565985
0, 1.33842e+22, 1.48532
0, 4.26232e+22, 1.09575
0, 2.9257e+22, 1.45011
1, 1.36522e+22, 0.2198
0, 2.12458e+22, 1.29239
0, 4.64916e+22, 1.51733
0, 2.57464e+22, 0.293436
1, 2.17186e+22, 0.0120359
0, 4.64727e+22, 0.930209
0, 4.78525e+22, 0.766563
0, 2.53554e+22, 0.445227
1, 6.18279e+21, 1.23074
0, 2.47639e+22, 1.04307
1, 3.13216e+22, 0.127381
0, 2.52984e+22, 1.54046
0, 1.97446e+22, 1.45024
0, 4.84137e+22, 0.885978
1, 1.01813e+22, 0.427591
1, 7.98126e+21, 0.528942
0, 4.19741e+22, 1.17089
0, 4.40287e+22, 0.596548
1, 9.6955e+21, 0.54783
1, 2.55473e+22, 0.530826
0, 4.29885e+22, 1.15506
0, 2.93077e+22, 0.656045
1, 2.42281e+22, 0.562297
0, 4.04817e+22, 1.03685
1, 7.48085e+21, 1.36093
0, 2.91969e+22, 1.28037
0, 2.09231e+22, 0.718453
0, 7.10378e+21, 0.908688
1, 1.9271e+22, 0.302577
1, 1.48571e+22, 0.739888
0, 4.23556e+22, 1.37242
0, 3.10716e+22, 1.07141
0, 4.28881e+22, 0.556983
1, 1.66715e+22, 0.271076
0, 4.64199e+22, 1.22514
0, 2.1684e+22, 0.920072
1, 3.7611e+22, 0.0383515
1, 2.80809e+22, 0.310864
0, 4.50865e+22, 1.07972
1, 3.4233e+22, 0.111976
1, 2.06194e+22, 0.398994
0, 2.62014e+22, 0.418579
0, 2.96712e+22, 0.337136
0, 1.25347e+22, 1.06154
0, 4.23616e+22, 1.05749
0, 2.61034e+22, 0.960457
0, 1.54225e+22, 1.378
0, 4.28703e+22, 0.813214
0, 4.88412e+22, 0.0814043
0, 4.18052e+22, 0.417799
1, 5.57873e+21, 0.611589
0, 3.12782e+22, 1.15887
0, 4.1232e+22, 0.250214
1, 2.46468e+22, 0.0455168
1, 7.35705e+21, 0.658427
0, 8.52507e+21, 0.658164
1, 2.32924e+22, 0.0464357
0, 1.48928e+22, 1.55897
0, 3.52736e+22, 1.4955
1, 2.06697e+22, 0.235825
0, 2.06114e+22, 1.35983
0, 2.76598e+22, 0.674817
0, 4.80886e+22, 0.45366
0, 2.3872e+22, 1.5357
0, 4.65302e+22, 1.27795
0, 4.34358e+22, 0.445233
1, 1.23013e+22, 0.487156
0, 1.65252e+22, 1.5217
0, 2.25431e+22, 0.98841
0, 2.53058e+22, 1.26543
0, 3.03502e+22, 0.30629
0, 3.5067e+22, 1.17451
0, 4.12701e+22, 1.49413
0, 2.17134e+22, 0.5921
0, 3.48519e+22, 1.29936
0, 3.36557e+22, 0.658102
0, 3.26424e+22, 1.412
0, 3.64942e+22, 1.37473
0, 1.9192e+22, 0.660458
0, 2.62274e+22, 0.750084
0, 3.23788e+22, 0.77781
0, 4.31441e+22, 1.46704
0, 2.76317e+22, 0.149236
0, 3.43038e+22, 0.509295
0, 4.36622e+22, 1.40783
0, 3.22535e+22, 0.792185
1, 1.80897e+22, 0.529151
0, 4.30274e+22, 1.3999
0, 8.10071e+21, 1.40192
0, 2.68242e+22, 0.657993
1, 1.84826e+22, 0.0149035
0, 8.23768e+21, 1.03971
0, 4.78647e+22, 1.03987
0, 4.47052e+22, 0.76458
0, 9.724e+21, 1.52805
0, 4.4438e+22, 0.84513
0, 4.11733e+22, 1.42209
1, 7.03096e+21, 1.45886
1, 1.824e+22, 0.38234
1, 2.36919e+22, 0.100892
1, 4.42597e+22, 0.021912
0, 9.0829e+21, 1.30927
1, 2.21843e+22, 0.520318
1, 4.82693e+22, 0.231971
0, 4.35311e+22, 0.130739
0, 2.69518e+22, 0.983717
0, 3.27737e+22, 0.278661
1, 8.66008e+21, 1.09859
1, 2.711e+22, 0.206844
1, 7.02696e+21, 1.44926
1, 1.21069e+22, 0.324169
1, 1.6003e+22, 0.46229
1, 1.86163e+22, 0.421024
0, 2.09399e+22, 1.34249
1, 1.20265e+22, 0.115036
0, 3.34946e+22, 0.846481
0, 4.84385e+22, 0.132434
0, 1.95805e+22, 0.984318
1, 7.81765e+21, 0.830452
0, 2.74131e+22, 0.903144
0, 9.18511e+21, 0.839068
0, 4.22763e+22, 1.55421
0, 4.29783e+22, 1.2626
0, 1.72699e+22, 1.25058
1, 7.19995e+21, 0.317459
1, 9.74497e+21, 0.235441
1, 3.66926e+22, 0.047193
1, 6.51579e+21, 1.09246
1, 6.63649e+21, 0.702684
0, 3.83131e+22, 0.659096
0, 2.5777e+22, 0.567493
0, 1.97139e+22, 1.24053
0, 5.85376e+21, 1.3057
1, 7.91077e+21, 0.189758
1, 5.39045e+21, 0.686594
0, 1.52034e+22, 0.773969
0, 1.59773e+22, 1.16103
1, 1.68349e+22, 0.00550229
0, 2.56201e+22, 0.155223
0, 4.34517e+22, 0.750539
1, 1.69188e+22, 0.446603
1, 1.91501e+22, 0.04104
0, 4.48518e+22, 0.873075
0, 2.59781e+22, 0.854345
0, 2.575e+22, 1.26828
0, 4.24795e+22, 0.448113
0, 3.76036e+22, 0.484292
1, 1.21204e+22, 0.28764
1, 3.64847e+22, 0.0746422
0, 3.07491e+22, 0.919296
1, 2.35053e+22, 0.170091
1, 1.80206e+22, 0.614477
0, 4.87494e+22, 0.861604
1, 1.51653e+22, 0.139158
1, 5.42687e+21, 1.03474
1, 2.17582e+22, 0.254589
1, 4.86003e+22, 0.0359458
0, 3.08163e+22, 0.322697
1, 2.20424e+22, 0.282906
0, 3.62107e+22, 0.0491748
0, 3.15234e+22, 1.56887
0, 4.43774e+22, 0.919339
0, 4.7619e+22, 0.323151
0, 4.40389e+22, 0.734816
0, 3.60488e+22, 0.0644179
0, 2.37396e+22, 1.40093
0, 3.48355e+22, 1.55386
1, 1.54257e+22, 0.0602982
0, 3.2273e+22, 0.420189
0, 4.35493e+22, 0.922397
1, 2.21969e+22, 0.824171
1, 1.79231e+22, 0.0107419
0, 2.94948e+22, 1.02063
0, 4.60002e+22, 0.893754
1, 5.41054e+21, 0.940734
1, 1.18842e+22, 0.286858
0, 4.82377e+22, 1.08488
0, 1.14296e+22, 1.24648
1, 2.8409e+22, 0.137951
0, 2.08458e+22, 1.36028
0, 2.13732e+22, 1.33749
0, 4.52192e+22, 0.82973
1, 6.65347e+21, 0.854885
1, 8.24814e+21, 0.0590686
0, 4.23074e+22, 0.576747
0, 3.14049e+22, 1.02631
0, 1.72305e+22, 1.21851
0, 3.1027e+22, 1.168
0, 2.74211e+22, 1.10315
0, 4.2832e+22, 0.14629
0, 1.19334e+22, 0.879274
1, 1.49548e+22, 0.782732
1, 5.06237e+21, 0.542414
0, 1.89327e+22, 0.588725
1, 1.10202e+22, 0.369572
1, 2.51992e+22, 0.0961209
0, 1.50889e+22, 1.13069
0, 1.85511e+22, 1.35438
0, 2.18989e+22, 1.12734
1, 6.76669e+21, 1.08781
1, 1.5077e+22, 0.81325
1, 8.67744e+21, 0.541481
0, 3.53977e+22, 1.08433
0, 2.98776e+22, 0.68619
0, 3.39134e+22, 0.734532
1, 9.11515e+21, 0.955988
1, 3.83615e+22, 0.114762
0, 3.04114e+22, 0.0405118
0, 2.65359e+22, 0.577525
0, 4.85407e+22, 0.155562
0, 2.20601e+22, 1.4938
1, 6.38451e+21, 0.148731
1, 2.71387e+22, 0.267663
0, 3.91077e+22, 0.652511
1, 1.04147e+22, 0.025859
0, 4.56646e+22, 0.951703
1, 4.28907e+22, 0.0440626
0, 3.50373e+22, 1.48213
0, 4.48256e+22, 0.529355
0, 4.63022e+22, 0.913367
0, 4.84943e+22, 0.493586
0, 4.79533e+22, 1.39547
0, 2.61204e+22, 1.09485
0, 3.2491e+22, 0.17913
0, 2.11112e+22, 0.877456
0, 3.24158e+22, 0.261859
1, 7.15181e+21, 0.265823
0, 4.73161e+22, 0.891814
0, 2.38085e+22, 0.900963
1, 2.50203e+22, 0.218098
0, 2.2951e+22, 1.01436
1, 2.78105e+22, 0.0760925
1, 5.76607e+21, 0.962443
1, 1.44503e+22, 0.126134
0, 1.69172e+22, 1.11874
0, 1.65066e+22, 1.39979
1, 7.75449e+21, 0.144355
0, 2.83539e+22, 1.0416
1, 1.38389e+22, 0.100082
1, 4.32463e+22, 0.219512
0, 1.639e+22, 0.671863
0, 1.09851e+22, 1.04989
0, 4.11574e+22, 1.42658
0, 3.65677e+22, 0.84086
0, 1.52683e+22, 1.11108
1, 2.68196e+22, 0.15264
0, 3.99586e+22, 0.78257
0, 4.02037e+22, 0.946138
0, 3.12459e+22, 0.868952
1, 1.56662e+22, 0.393077
1, 6.82001e+21, 0.365903
0, 4.59534e+22, 0.732122
0, 2.61558e+22, 1.31086
0, 3.84025e+22, 0.270399
0, 1.8118e+22, 1.19669
0, 4.1115e+22, 1.56941
0, 3.93084e+22, 1.46265
0, 2.45757e+22, 0.0802788
0, 4.78714e+22, 0.968383
0, 3.17532e+22, 0.194406
0, 1.64135e+22, 1.12256
0, 1.20965e+22, 1.21862
0, 1.5563e+22, 1.56704
0, 4.87437e+22, 1.44648
1, 2.18418e+22, 0.245998
1, 3.87372e+22, 0.212302
1, 1.93175e+22, 0.780047
0, 2.9277e+22, 0.520302
0, 3.55774e+22, 0.870035
0, 1.72184e+22, 0.729958
1, 2.06051e+22, 0.145018
1, 2.81437e+22, 0.245589
0, 1.20987e+22, 1.49512
0, 2.55771e+22, 0.828122
0, 3.19326e+22, 1.56705
0, 2.80399e+22, 0.65618
1, 1.00452e+22, 0.0439045
0, 3.93695e+22, 0.637174
0, 1.88408e+22, 1.37754
0, 4.74667e+22, 0.0388853
1, 2.00606e+22, 0.0311944
0, 1.87212e+22, 0.734627
0, 4.5363e+22, 0.637729
0, 3.86383e+22, 0.106004
0, 2.24129e+22, 0.327361
0, 3.82798e+22, 0.447917
0, 2.87422e+22, 1.55496
1, 2.20464e+22, 0.130952
1, 2.1648e+22, 0.409745
0, 3.36199e+22, 0.942723
0, 4.96637e+22, 0.0534543
0, 1.79446e+22, 1.03661
0, 9.64743e+21, 1.15968
0, 2.35075e+22, 1.15189
1, 9.33081e+21, 1.06078
1, 5.55414e+21, 0.308211
1, 5.60163e+21, 0.209502
1, 1.07237e+22, 0.12081
0, 3.19339e+22, 1.50642
0, 2.38854e+22, 1.19286
0, 4.83945e+22, 0.699408
0, 3.05971e+22, 1.33833
0, 2.51937e+22, 1.17466
1, 1.18788e+22, 0.130523
0, 3.46793e+22, 0.180538
0, 4.22946e+22, 1.23738
0, 3.32674e+22, 0.422437
1, 2.71334e+22, 0.171817
0, 1.2513e+22, 1.55794
1, 8.31137e+21, 0.507718
1, 4.21514e+22, 0.0383623
0, 3.64391e+22, 1.18266
0, 1.70163e+22, 1.09901
0, 1.26282e+22, 0.973837
1, 8.20878e+21, 0.0186203
0, 3.49828e+22, 1.3045
0, 3.49133e+22, 0.529736
1, 1.60039e+22, 0.465249
0, 8.93689e+21, 1.48487
1, 6.58075e+21, 0.97866
0, 3.7096e+22, 1.38394
1, 1.93369e+22, 0.187354
1, 2.6324e+22, 0.691007
0, 3.17068e+22, 0.875801
0, 1.68326e+22, 1.02507
0, 8.55343e+21, 0.835247
0, 1.44996e+22, 1.35077
0, 2.49523e+22, 1.13357
1, 1.41868e+22, 0.471267
0, 4.09351e+22, 0.0933854
0, 3.38828e+22, 0.124666
1, 3.24305e+22, 0.131057
0, 4.12744e+22, 1.24299
0, 2.50341e+22, 1.16154
0, 4.46012e+22, 1.05212
0, 4.75749e+22, 0.16797
0, 4.60679e+22, 0.650754
0, 3.05925e+22, 0.806415
0, 4.62378e+22, 1.08746
0, 3.61596e+22, 1.51708
0, 1.20899e+22, 1.3842
0, 2.46982e+22, 0.743285
0, 4.05471e+22, 1.50447
0, 1.56955e+22, 1.19183
0, 3.11119e+22, 0.460889
0, 4.10155e+22, 1.31139
0, 4.66876e+22, 0.573541
0, 3.95451e+22, 0.927612
0, 2.63295e+22, 0.272895
0, 3.84895e+22, 0.858529
0, 9.06013e+21, 0.797306
0, 4.46007e+22, 0.243401
0, 2.2955e+22, 1.39451
0, 2.83645e+22, 0.323085
0, 3.16718e+22, 0.864328
0, 2.74031e+22, 1.35359
1, 5.94284e+21, 1.40766
1, 5.4363e+21, 0.960795
0, 2.89126e+22, 0.116927
0, 4.37907e+22, 1.24274
0, 9.5547e+21, 0.942841
0, 1.02352e+22, 1.42811
1, 4.06462e+22, 0.177048
0, 1.89399e+22, 0.923053
0, 3.07504e+22, 0.51341
0, 2.14952e+22, 0.60774
0, 4.71778e+22, 1.08392
0, 4.92911e+22, 1.53895
0, 2.82786e+22, 0.337357
1, 1.75769e+22, 0.263366
0, 3.59347e+22, 0.0596402
0, 1.50077e+22, 1.05336
0, 1.80734e+22, 1.06448
0, 3.49186e+22, 0.310788
1, 2.10696e+22, 0.197041
0, 4.83364e+22, 1.09716
0, 4.06693e+22, 1.00327
0, 7.87967e+21, 1.34721
0, 2.56438e+22, 0.161763
0, 2.66332e+22, 1.35098
1, 6.1353e+21, 0.799294
0, 4.60534e+22, 0.283805
0, 3.23877e+22, 0.338282
0, 4.94245e+22, 0.466528
1, 1.50552e+22, 0.565189
0, 4.91086e+22, 0.823838
0, 4.12551e+22, 0.64647
0, 2.0068e+22, 1.56103
1, 1.19873e+22, 0.915568
0, 2.16671e+22, 0.980252
0, 4.4225e+22, 1.5374
0, 3.87978e+22, 1.16877
1, 1.30413e+22, 0.37855
0, 3.88265e+22, 0.744543
0, 1.33411e+22, 1.41473
0, 4.10479e+22, 0.275863
0, 1.99471e+22, 1.43999
0, 4.10536e+22, 1.31558
0, 1.52701e+22, 1.07535
0, 2.75061e+22, 1.47804
0, 3.50702e+22, 0.406887
0, 2.48207e+22, 0.0374078
1, 1.72619e+22, 0.211013
0, 9.1582e+21, 1.15025
0, 4.18734e+22, 1.56285
0, 3.00018e+22, 1.25922
0, 2.73175e+22, 1.36448
0, 1.69808e+22, 0.832692
1, 1.32638e+22, 0.417612
0, 1.26418e+22, 1.55916
0, 1.28483e+22, 1.209
1, 1.21064e+22, 0.319291
0, 4.07454e+22, 0.155849
1, 2.27394e+22, 1.03845
0, 2.24973e+22, 1.29636
0, 2.86933e+22, 0.923742
0, 4.27912e+22, 0.799269
0, 3.59572e+22, 0.357572
0, 3.48685e+22, 0.592838
0, 1.36729e+22, 1.43992
0, 3.82249e+22, 0.639185
0, 3.76301e+22, 1.50431
1, 7.95343e+21, 0.979196
0, 3.98913e+22, 0.845639
1, 1.51244e+22, 0.0510782
0, 4.84347e+22, 0.35605
1, 1.62079e+22, 0.966188
0, 3.67537e+22, 1.39043
0, 2.53968e+22, 0.5994
0, 3.64573e+22, 0.6691
1, 5.28767e+21, 0.177293
1, 8.82404e+21, 0.384237
1, 5.16596e+21, 0.678373
0, 2.36099e+22, 1.054
0, 4.76508e+22, 1.26201
0, 2.33526e+22, 0.912426
0, 4.20215e+22, 1.32049
0, 5.41825e+21, 1.51381
0, 2.19423e+22, 1.39535
0, 4.43496e+22, 0.143507
0, 1.80632e+22, 1.19129
0, 3.32679e+22, 1.48547
0, 1.24827e+22, 1.12035
0, 2.91048e+22, 1.05855
1, 8.11587e+21, 0.782032
1, 9.08085e+21, 0.981024
1, 4.25085e+22, 0.052732
0, 2.92635e+22, 0.854914
0, 3.26892e+22, 1.25907
1, 1.18957e+22, 0.269317
0, 1.35777e+22, 1.34406
1, 2.04645e+22, 0.447917
0, 3.23408e+22, 1.06388
0, 2.85736e+22, 0.26821
0, 2.67785e+22, 0.611956
0, 4.17377e+22, 0.151197
0, 3.04528e+22, 0.277072
0, 1.79622e+22, 1.16583
1, 1.41484e+22, 0.656073
0, 3.86118e+22, 0.898723
0, 2.7721e+22, 1.09044
0, 4.53301e+22, 1.38597
0, 2.56242e+22, 0.818924
0, 1.83991e+22, 0.949771
1, 2.38203e+22, 0.0948608
0, 1.86381e+22, 1.11981
0, 4.24204e+22, 0.334974
0, 3.91833e+22, 0.913378
0, 2.48571e+22, 0.201344
0, 4.06321e+22, 0.413181
1, 1.19716e+22, 0.190695
0, 3.12234e+22, 1.02261
0, 3.46964e+22, 0.279981
0, 4.61498e+22, 0.28804
0, 2.32871e+22, 1.54562
0, 2.80081e+22, 0.864599
0, 3.26919e+22, 1.33315
0, 3.21224e+22, 0.82823
0, 3.56942e+22, 0.889982
0, 3.21186e+22, 0.441142
0, 3.65562e+22, 0.106263
0, 3.07255e+22, 0.726781
0, 3.69885e+22, 0.958678
0, 3.49776e+22, 1.23959
0, 4.16593e+22, 0.274301
0, 4.92385e+22, 1.33174
0, 4.03357e+22, 1.26999
0, 1.28178e+22, 1.3455
0, 2.03384e+22, 0.804187
0, 3.49416e+22, 1.34361
0, 3.76739e+22, 0.984802
0, 7.27603e+21, 1.49739
0, 3.32478e+22, 0.803447
0, 3.66874e+22, 0.309426
0, 1.41401e+22, 1.25608
1, 1.12572e+22, 0.15187
0, 1.43096e+22, 0.76411
0, 3.30268e+22, 0.337307
1, 9.57108e+21, 0.981101
0, 2.83463e+22, 0.35644
0, 4.49792e+22, 1.5143
0, 3.97763e+22, 0.440753
0, 3.42566e+22, 1.33298
0, 1.02967e+22, 1.5493
0, 2.44374e+22, 0.560457
0, 4.74863e+22, 1.26433
0, 3.98114e+22, 1.54837
0, 3.19687e+22, 1.53707
0, 2.20613e+22, 1.14649
0, 4.03674e+22, 0.201268
0, 4.36289e+22, 0.255029
0, 4.6232e+22, 0.601047
0, 2.98096e+22, 1.44069
0, 4.96491e+22, 0.622876
1, 1.21485e+22, 1.30894
0, 1.43772e+22, 1.14313
0, 2.44664e+22, 1.17304
1, 8.45577e+21, 1.34291
0, 4.37419e+22, 0.378674
0, 3.57235e+22, 0.337254
1, 1.04757e+22, 0.407826
0, 2.64016e+22, 1.01325
0, 7.32071e+21, 1.15471
1, 2.00749e+22, 0.008826
0, 3.06248e+22, 1.04259
0, 3.83198e+22, 0.602746
0, 4.51372e+22, 0.0560936
