Outcome, Magnitude, Theta
1, 4.90633e+15, 0.690623
1, 1.85305e+15, 0.0485378
0, 4.58778e+16, 0.320829
1, 4.56723e+16, 0.00447217
0, 5.06758e+16, 1.3562
0, 6.40321e+16, 1.44879
1, 9.14177e+15, 0.685832
1, 3.97778e+16, 0.0503526
0, 5.84208e+16, 1.18028
0, 3.23004e+16, 1.22276
0, 8.04572e+16, 1.06407
0, 4.25793e+16, 0.990508
0, 8.16238e+16, 0.51536
0, 9.10422e+16, 1.36946
0, 2.46193e+16, 1.1448
0, 7.27718e+16, 0.588357
0, 8.8585e+16, 1.40748
0, 7.47395e+16, 0.179639
1, 9.22304e+16, 0.0714201
1, 4.34545e+15, 0.706606
0, 2.84875e+16, 0.996537
0, 6.05868e+16, 0.704802
0, 2.68671e+16, 0.922321
0, 4.31279e+16, 0.743738
0, 9.48115e+16, 0.338243
0, 6.93911e+16, 1.45537
0, 5.83015e+16, 1.34712
0, 8.9416e+16, 0.741699
0, 6.85303e+16, 1.52393
0, 3.16119e+16, 1.14417
1, 8.79732e+15, 0.858818
1, 9.67644e+16, 0.0681917
0, 5.46916e+16, 0.0227975
0, 4.44444e+16, 1.09911
1, 8.38984e+15, 0.256682
1, 1.43481e+16, 0.029613
0, 1.55849e+16, 0.774366
0, 6.40315e+16, 1.17924
1, 1.7966e+16, 0.725432
0, 6.1296e+16, 0.84551
0, 2.32645e+16, 0.788089
1, 3.58485e+16, 0.311288
0, 7.72425e+16, 0.904147
1, 1.87294e+16, 0.407266
1, 1.13251e+16, 0.126909
1, 5.69189e+15, 1.07603
1, 2.17535e+15, 1.05006
0, 4.88795e+16, 1.54641
0, 8.25159e+16, 1.08254
0, 7.10156e+16, 1.24916
1, 3.23207e+16, 0.198098
1, 9.5852e+15, 1.49978
0, 9.98452e+16, 1.1404
0, 9.05539e+16, 0.617315
1, 3.2442e+16, 0.129917
0, 8.26453e+16, 1.20164
0, 8.92258e+16, 1.55391
0, 6.67934e+16, 0.359374
0, 4.17291e+16, 0.480662
0, 7.35058e+16, 1.06941
0, 7.86499e+16, 1.00535
0, 4.91667e+16, 0.878243
0, 8.16235e+16, 1.54506
1, 9.0957e+15, 0.389165
1, 3.15144e+16, 0.404945
0, 9.68356e+16, 0.217443
0, 7.1269e+16, 1.20783
0, 2.73764e+16, 1.16584
1, 1.26192e+16, 0.415929
0, 9.95765e+16, 1.03782
0, 3.16595e+16, 0.788107
0, 6.5226e+16, 0.973935
1, 3.37923e+16, 0.596034
0, 6.37158e+16, 0.672178
0, 4.75269e+16, 1.28695
0, 6.10845e+16, 1.16075
0, 7.00327e+16, 1.13296
0, 9.93716e+16, 1.53144
0, 9.1962e+16, 0.71554
0, 7.04912e+16, 1.22953
0, 1.67151e+16, 1.32089
0, 3.58893e+16, 0.680506
0, 7.35781e+16, 0.146667
0, 1.93828e+16, 0.989185
0, 9.42511e+16, 0.849094
1, 1.82272e+16, 0.51417
0, 9.45684e+16, 0.604531
0, 6.15533e+16, 0.556375
0, 5.63405e+16, 0.705763
0, 9.43732e+16, 0.357854
0, 8.53199e+16, 0.494258
0, 9.02663e+16, 0.764196
0, 5.84554e+16, 1.28163
0, 8.50355e+16, 1.11847
1, 1.1021e+16, 0.143255
0, 2.11546e+16, 1.49862
0, 7.35698e+16, 0.758064
0, 2.06643e+16, 1.14273
0, 2.07093e+16, 1.19108
0, 5.25138e+16, 0.517363
1, 1.72273e+16, 0.221855
0, 7.18066e+16, 0.362751
0, 5.4605e+16, 0.854956
0, 6.61623e+16, 0.164802
0, 4.69519e+16, 1.09597
0, 7.29276e+16, 1.27862
0, 4.73244e+16, 0.198001
1, 1.32819e+16, 0.271811
1, 2.19352e+16, 0.773671
1, 2.53647e+16, 0.361504
0, 8.26361e+16, 1.34143
1, 3.90738e+16, 0.505242
1, 1.6582e+16, 0.903232
1, 1.50736e+16, 0.495063
0, 7.07367e+16, 1.53848
0, 2.211e+16, 1.11139
0, 3.76218e+16, 1.25828
0, 2.19366e+16, 0.985127
0, 8.76376e+16, 1.29805
1, 5.32066e+15, 1.09003
0, 4.46673e+16, 1.13263
0, 8.18095e+16, 0.452143
1, 4.43862e+16, 0.0824283
0, 6.55616e+16, 1.08461
1, 4.92432e+16, 0.0122711
1, 2.05425e+16, 0.227417
0, 6.32906e+16, 1.38086
0, 9.73471e+16, 0.0777284
0, 8.42739e+16, 0.249808
0, 4.58299e+16, 0.436899
1, 2.19997e+16, 0.573953
1, 1.9351e+16, 0.479359
1, 9.22386e+16, 0.0801728
0, 8.87523e+16, 1.22424
0, 2.83241e+16, 1.40879
0, 2.27177e+16, 0.623467
0, 6.89496e+16, 0.573365
1, 2.80025e+16, 0.227047
0, 5.23046e+16, 0.575316
0, 4.4881e+16, 1.28553
0, 8.02252e+16, 1.09927
0, 4.06199e+16, 0.499703
1, 8.55109e+15, 0.494516
0, 3.34241e+16, 1.46649
1, 3.79033e+16, 0.290694
0, 9.69784e+16, 0.199453
0, 8.63072e+16, 0.72608
0, 7.38694e+16, 0.467805
0, 8.61299e+16, 0.968858
0, 4.90182e+16, 1.28259
1, 3.87381e+15, 0.107085
0, 5.10258e+16, 0.255427
0, 9.73171e+16, 0.280737
1, 3.84955e+15, 0.374243
1, 8.06284e+16, 0.188355
0, 1.74764e+16, 1.45692
0, 8.89324e+16, 0.321158
1, 2.65111e+16, 0.642087
0, 6.72995e+16, 0.402415
1, 3.92469e+16, 0.170531
0, 9.46355e+16, 0.409874
0, 9.36768e+16, 1.20503
0, 9.02557e+16, 1.2144
0, 6.78094e+16, 1.31638
0, 1.93112e+16, 1.55104
1, 8.93174e+15, 1.28342
0, 6.99748e+16, 0.637076
1, 1.54983e+16, 1.22812
0, 6.40806e+16, 1.15721
0, 5.68205e+16, 0.644578
1, 1.63817e+16, 0.00934671
0, 9.00239e+16, 1.53897
0, 3.03697e+16, 0.917366
0, 4.5138e+16, 1.37678
1, 9.28545e+16, 0.0255668
1, 6.09185e+15, 0.923507
1, 3.23234e+16, 0.0706453
0, 8.29569e+16, 0.548398
1, 9.80867e+15, 1.47142
0, 9.97624e+16, 0.909305
0, 9.38315e+16, 1.24994
1, 6.27824e+15, 1.12663
0, 2.14893e+16, 1.15701
0, 6.87081e+16, 0.759138
0, 7.97133e+16, 0.603146
0, 6.95908e+16, 1.42533
1, 5.76525e+16, 0.0713218
1, 4.51964e+16, 0.166526
0, 9.32026e+16, 0.438122
1, 1.00385e+16, 1.11413
0, 2.94319e+16, 1.20761
0, 4.89388e+16, 0.560359
0, 8.3186e+16, 0.831891
1, 2.82977e+16, 0.155314
1, 7.46527e+15, 1.15898
1, 1.40257e+16, 0.620088
0, 2.56705e+16, 1.39342
0, 4.93603e+16, 0.406466
1, 2.65095e+16, 0.206471
1, 8.77816e+15, 0.640334
0, 9.29879e+16, 0.489309
0, 6.67535e+16, 1.3126
0, 6.78531e+16, 1.43471
0, 3.86523e+16, 1.16964
0, 1.75046e+16, 1.4301
0, 2.42858e+15, 1.33901
0, 5.09464e+16, 0.833734
1, 2.64621e+15, 0.647358
0, 8.52344e+16, 0.214812
0, 6.37109e+16, 0.47098
0, 3.27766e+16, 0.804951
0, 6.86296e+16, 1.29584
0, 8.85042e+16, 0.440682
0, 8.01438e+16, 0.175123
0, 9.50319e+16, 0.254825
1, 2.24727e+16, 0.0541358
0, 6.45714e+16, 1.26528
0, 8.01491e+16, 0.891211
0, 5.55326e+16, 0.654271
0, 2.39047e+16, 1.14283
0, 6.66338e+16, 0.701795
0, 9.81915e+16, 0.831714
0, 4.70704e+16, 1.47751
1, 1.97004e+16, 1.39775
0, 1.49579e+16, 1.45753
0, 9.84745e+16, 0.205776
0, 7.90644e+16, 0.23269
0, 7.27647e+15, 0.829823
0, 5.24327e+16, 1.42031
0, 7.79177e+16, 1.18015
1, 8.19427e+15, 0.0821643
0, 2.16751e+16, 0.998599
1, 2.11205e+16, 0.296257
0, 8.08666e+16, 0.463489
1, 3.33164e+16, 0.388666
0, 9.19833e+16, 0.142976
0, 4.0477e+16, 0.426957
0, 9.27152e+16, 0.686015
0, 6.64596e+16, 0.436205
0, 7.48965e+16, 0.277859
0, 5.12348e+16, 0.964868
0, 6.32143e+16, 0.26461
0, 4.90847e+16, 0.992886
1, 2.28005e+16, 0.392314
0, 7.14579e+16, 0.640881
1, 1.13846e+15, 1.10022
0, 5.80261e+16, 1.35059
0, 6.64382e+16, 1.41672
0, 8.12887e+16, 0.359062
1, 2.65579e+16, 0.39679
0, 3.14053e+16, 1.20024
0, 7.81754e+16, 1.47609
0, 8.62625e+16, 1.16938
0, 3.46417e+16, 0.865875
0, 1.77018e+16, 1.30212
1, 3.50954e+16, 0.467601
0, 7.25441e+16, 0.608449
0, 7.56994e+16, 0.992242
1, 1.08087e+16, 1.56768
0, 3.42965e+16, 1.47843
0, 9.66399e+16, 1.41789
0, 1.69176e+16, 1.18136
0, 7.00655e+16, 0.657317
1, 3.36431e+16, 0.405222
1, 3.62562e+16, 0.0577431
0, 9.78826e+16, 1.0836
1, 3.08651e+15, 0.50756
0, 7.61093e+16, 0.367346
0, 6.72006e+16, 0.135735
0, 4.80801e+16, 0.365141
0, 4.12659e+16, 0.301553
0, 9.40204e+16, 1.47097
0, 8.9647e+16, 1.05283
0, 2.25855e+16, 1.29034
0, 4.81674e+16, 0.808971
1, 5.7194e+16, 0.0290288
0, 6.23592e+16, 0.226851
0, 4.3769e+16, 0.240935
1, 3.93407e+15, 1.43671
0, 5.40188e+16, 0.329221
0, 8.61693e+16, 0.480503
1, 5.01196e+16, 0.0682623
0, 8.24058e+16, 1.09818
0, 4.02531e+16, 0.687828
0, 9.67505e+16, 1.48059
0, 8.90519e+16, 0.186261
1, 4.54605e+16, 0.339986
1, 1.08795e+16, 0.719189
0, 5.9368e+16, 1.29487
1, 2.89786e+16, 0.376011
0, 6.65593e+16, 1.51188
1, 9.94327e+15, 0.224769
0, 4.9472e+16, 1.34933
0, 9.42365e+16, 0.361546
0, 6.53373e+16, 0.949271
0, 5.82428e+16, 1.13103
0, 5.57506e+16, 1.51904
1, 1.95032e+16, 0.49115
0, 5.29327e+16, 0.294051
0, 9.52835e+16, 0.413438
0, 8.42781e+16, 1.42386
0, 3.64345e+16, 0.716475
0, 9.16683e+16, 1.40091
0, 4.47638e+16, 1.55971
0, 3.84881e+16, 0.670142
0, 4.14372e+16, 0.729756
0, 8.65501e+16, 0.887979
1, 3.03668e+15, 0.344577
1, 2.64218e+16, 0.489613
0, 6.56426e+16, 1.07286
0, 1.65139e+16, 0.911862
1, 2.32432e+16, 0.275539
1, 2.17258e+16, 0.327186
0, 1.13987e+16, 0.707327
1, 2.22869e+16, 0.586857
1, 1.08673e+16, 0.589408
1, 7.31965e+15, 0.837016
0, 7.86131e+16, 0.607243
0, 8.322e+16, 0.179512
0, 1.73069e+16, 1.44456
0, 3.28989e+16, 0.541502
1, 3.52546e+16, 0.301136
1, 3.07047e+16, 0.33331
0, 8.28781e+16, 0.787208
0, 2.4776e+16, 1.43656
0, 6.71425e+16, 0.386766
0, 9.87135e+16, 0.618061
0, 7.44714e+16, 1.07135
0, 5.30601e+16, 0.998072
0, 1.73781e+16, 1.06167
0, 7.97062e+16, 1.49214
0, 7.45323e+16, 0.640395
0, 3.48167e+16, 1.24629
0, 9.03576e+16, 0.253651
0, 7.69728e+16, 0.352344
1, 1.2724e+16, 0.72692
0, 6.18576e+16, 1.19285
0, 6.33667e+16, 1.38008
1, 2.95631e+15, 0.465082
0, 9.03861e+16, 0.92021
0, 3.88784e+16, 1.26438
0, 4.96253e+16, 1.20894
0, 2.9319e+16, 1.32241
1, 3.83507e+16, 0.0309228
0, 9.70582e+16, 0.943944
0, 3.87343e+16, 0.870892
0, 7.03216e+16, 1.19656
1, 5.43449e+15, 0.0211562
0, 7.93688e+16, 0.169485
0, 5.66859e+16, 0.301094
0, 8.02374e+16, 0.282138
0, 5.78755e+16, 0.334876
1, 2.14639e+15, 0.184028
0, 8.27822e+16, 0.12365
0, 3.83749e+16, 0.816274
1, 7.96622e+15, 0.749733
0, 8.85915e+16, 1.4182
0, 6.64251e+16, 0.197535
0, 2.8768e+16, 0.826795
1, 6.85626e+15, 0.78493
0, 2.58198e+16, 1.14537
0, 5.67393e+16, 1.36364
0, 5.36703e+16, 1.29501
1, 3.17379e+16, 0.0842839
0, 9.4276e+16, 0.490862
0, 9.0597e+16, 0.653402
0, 5.64012e+16, 0.593606
1, 1.43257e+15, 0.952445
0, 6.595e+16, 0.99911
0, 3.01594e+16, 0.508768
0, 1.32435e+16, 0.902372
1, 1.27357e+16, 0.486216
1, 1.39332e+16, 0.460055
1, 6.43478e+16, 0.0292363
0, 2.14188e+16, 1.35561
1, 9.57536e+16, 0.105992
1, 2.87103e+15, 0.035621
0, 1.06945e+16, 1.49864
1, 8.88153e+15, 0.554947
1, 3.63597e+16, 0.304771
0, 1.34513e+16, 0.985466
1, 7.64186e+16, 0.0132629
0, 7.82747e+16, 0.753131
0, 2.89602e+16, 0.953082
1, 4.80641e+15, 0.552611
0, 2.38277e+16, 1.35765
0, 9.55878e+16, 0.175975
1, 9.86163e+16, 0.0485032
0, 8.18846e+16, 1.268
0, 8.37902e+16, 1.51871
0, 9.783e+16, 0.375211
1, 4.41201e+16, 0.356487
1, 3.22082e+16, 0.537117
1, 9.4365e+16, 0.100568
0, 5.57198e+16, 0.760543
0, 9.07832e+16, 1.34349
0, 8.65548e+16, 0.413155
0, 9.69095e+16, 1.53764
1, 4.03894e+16, 0.0121001
1, 2.74261e+16, 0.460249
1, 1.908e+16, 1.03837
0, 5.37049e+16, 0.618139
0, 6.938e+16, 0.62113
0, 8.77922e+16, 1.08646
0, 5.1773e+16, 0.918993
0, 3.53813e+16, 1.39414
1, 6.08617e+16, 0.0410126
1, 1.47312e+16, 0.527433
1, 8.00935e+15, 0.666311
0, 3.73331e+16, 1.34883
0, 9.99432e+16, 0.863313
0, 9.49909e+16, 0.315128
0, 8.46949e+16, 1.22823
1, 7.57811e+15, 0.630322
1, 2.84623e+16, 0.35518
0, 7.57885e+16, 0.237308
0, 6.53697e+16, 0.654974
1, 5.15855e+15, 0.325952
1, 3.24871e+16, 0.135067
0, 1.84284e+16, 1.23157
1, 3.44293e+16, 0.177285
1, 2.51465e+16, 0.103396
1, 1.23948e+16, 0.0545302
0, 8.06076e+16, 0.522616
1, 1.2205e+16, 1.07167
1, 2.36421e+16, 0.64616
0, 9.00436e+16, 0.556175
0, 9.52453e+16, 1.20494
0, 9.38071e+16, 0.671826
1, 2.24641e+16, 0.829409
0, 5.19908e+16, 1.02011
1, 2.48531e+16, 0.429245
1, 1.85457e+15, 0.338043
0, 2.37522e+16, 1.52896
1, 1.21715e+16, 0.440247
0, 7.74411e+16, 0.344697
0, 2.58458e+16, 1.02436
0, 1.48501e+16, 1.33723
1, 1.37033e+16, 0.5254
1, 4.38861e+16, 0.159804
1, 2.85531e+16, 0.00469297
0, 6.47753e+16, 0.741937
0, 3.59872e+16, 0.680687
0, 6.35623e+16, 0.580248
0, 4.44121e+16, 0.988958
1, 1.69545e+16, 0.113209
0, 4.14011e+16, 0.489616
0, 6.15037e+16, 1.43308
0, 7.28432e+16, 1.39645
0, 8.45059e+16, 0.597947
0, 6.66466e+16, 0.281512
1, 4.25044e+15, 1.06487
1, 2.78224e+16, 0.670006
0, 5.84259e+16, 0.348869
0, 6.9292e+16, 1.43659
0, 7.00028e+16, 0.414445
1, 1.89498e+16, 0.48037
1, 2.72115e+16, 0.24435
1, 4.2247e+15, 0.217591
0, 3.93393e+16, 1.44214
0, 2.76119e+16, 0.827149
0, 1.15486e+16, 1.55443
0, 8.32204e+16, 0.178185
0, 5.86962e+16, 0.357796
1, 1.22762e+16, 0.636113
0, 9.5812e+16, 0.267351
0, 5.27608e+16, 0.985207
0, 4.89617e+15, 0.836183
1, 2.25161e+16, 0.910024
0, 8.5802e+16, 1.55794
0, 7.91111e+16, 1.06171
1, 1.27314e+16, 0.988551
0, 8.05888e+16, 1.53322
0, 4.66765e+16, 1.03892
0, 8.31612e+16, 1.1721
0, 9.10399e+16, 0.626305
1, 1.93638e+16, 0.656139
1, 4.49527e+16, 0.446225
0, 9.222e+16, 0.610888
0, 6.10091e+16, 0.871987
1, 2.90261e+16, 0.18685
0, 5.26944e+16, 0.935229
0, 6.27271e+16, 1.35497
0, 6.08402e+16, 1.00228
0, 8.69592e+16, 1.50643
1, 8.51997e+15, 0.983774
0, 5.98926e+16, 0.292384
0, 6.67483e+16, 1.15212
0, 4.7841e+16, 1.17969
0, 6.58283e+16, 0.461162
0, 9.86733e+16, 0.305173
0, 9.92337e+16, 1.14184
0, 8.93706e+16, 0.645698
0, 4.99805e+16, 0.288389
1, 9.06923e+16, 0.0567952
1, 6.51301e+16, 0.143364
0, 3.81202e+16, 1.07818
0, 5.27708e+16, 1.16817
0, 9.86106e+16, 1.38821
0, 4.67793e+16, 0.561567
0, 8.18373e+16, 0.269633
0, 1.42823e+16, 1.06172
0, 9.63029e+16, 0.6804
0, 4.8954e+16, 1.00403
0, 7.52736e+16, 1.13603
0, 3.55913e+16, 1.55467
0, 7.60805e+16, 0.288864
0, 9.66091e+16, 1.07163
0, 5.70446e+16, 1.04636
0, 9.9515e+16, 0.792621
0, 8.51565e+16, 0.500799
0, 6.26471e+16, 1.16211
1, 1.62274e+16, 0.928903
1, 4.03478e+16, 0.0895737
0, 9.32801e+16, 1.07748
0, 2.83696e+16, 0.646411
0, 4.78379e+16, 0.611243
0, 2.51965e+16, 1.54388
0, 7.77452e+16, 0.213447
0, 3.33391e+16, 1.54227
0, 8.41375e+16, 0.902286
1, 6.68999e+16, 0.0136147
0, 4.19472e+16, 1.24231
0, 8.24528e+16, 1.22504
0, 5.79568e+16, 1.30682
0, 8.20022e+16, 1.34919
1, 5.85626e+15, 1.46717
1, 3.41011e+15, 0.174625
0, 6.31469e+16, 0.196855
0, 4.79802e+16, 1.39345
0, 3.06487e+16, 1.37647
1, 2.95381e+16, 0.242555
0, 6.6549e+15, 1.18742
0, 3.75256e+16, 0.993843
1, 4.3878e+16, 0.158556
0, 4.97937e+16, 1.31598
0, 6.38903e+16, 0.991961
1, 2.64456e+16, 0.404698
0, 8.62991e+16, 0.929392
0, 8.74391e+16, 0.540995
0, 6.64798e+16, 0.836645
1, 1.90917e+15, 1.49498
0, 4.69539e+16, 1.47549
0, 2.51867e+16, 1.29078
0, 5.57417e+16, 0.761245
1, 3.72696e+15, 1.44881
0, 3.41173e+16, 0.968597
0, 3.66692e+16, 0.418635
0, 3.086e+16, 0.702869
0, 6.71251e+16, 1.03446
0, 6.02256e+16, 0.795537
0, 2.63249e+16, 0.940329
0, 5.06742e+16, 0.344065
0, 9.62593e+16, 0.42737
0, 5.01287e+16, 0.703634
1, 3.81967e+16, 0.215072
0, 8.54176e+16, 0.209973
0, 4.41172e+16, 1.14319
1, 1.18661e+16, 0.15903
1, 1.99132e+16, 0.612108
0, 5.42968e+16, 1.26727
0, 3.2194e+16, 0.263411
0, 3.69431e+16, 1.039
0, 7.95906e+16, 0.207569
0, 9.12055e+16, 0.203178
0, 4.30063e+16, 1.15404
0, 4.00132e+16, 0.801253
0, 5.44206e+16, 0.703859
0, 8.99319e+16, 1.05985
0, 9.12659e+16, 0.887696
1, 6.61176e+16, 0.145785
0, 6.37421e+16, 0.782699
0, 3.36796e+16, 0.887408
0, 8.18784e+16, 1.02711
1, 4.5201e+16, 0.25375
0, 8.26001e+16, 1.42346
1, 3.00431e+15, 0.598789
0, 9.47195e+16, 0.777481
0, 3.94374e+16, 0.603394
1, 5.84568e+15, 1.04443
0, 8.35974e+15, 0.977022
1, 2.59376e+16, 0.396005
1, 5.48415e+15, 0.0422806
1, 7.69541e+15, 0.991414
0, 2.32048e+16, 0.72339
0, 5.99126e+16, 0.852607
1, 7.56292e+16, 0.0834753
0, 9.53854e+16, 0.301586
0, 4.06721e+16, 0.093651
0, 3.9024e+16, 0.51122
0, 6.78155e+16, 0.344247
0, 9.06406e+16, 0.451773
1, 7.36322e+16, 0.0162841
0, 6.25521e+16, 0.21749
0, 1.53479e+16, 1.23783
0, 5.50552e+16, 0.205595
0, 4.92942e+16, 0.61382
0, 6.94466e+16, 0.944897
0, 8.90069e+16, 0.512105
0, 7.22313e+16, 0.638667
0, 2.68702e+16, 0.942933
0, 4.99729e+15, 0.960857
1, 2.77635e+15, 0.00727035
0, 6.28571e+16, 0.728203
0, 4.9017e+16, 0.732592
1, 6.05184e+16, 0.0737132
0, 7.2006e+16, 0.71329
0, 7.13115e+16, 1.26599
1, 3.62509e+16, 0.101202
0, 8.70057e+16, 0.244457
0, 6.22324e+16, 0.906379
1, 1.48928e+15, 0.950687
0, 2.95964e+16, 1.49016
0, 7.39286e+16, 0.464305
1, 3.47361e+15, 1.36635
0, 6.80304e+16, 0.579979
0, 8.24149e+16, 0.364489
0, 8.06857e+16, 0.19619
1, 8.21948e+16, 0.0593103
0, 5.07585e+16, 1.25506
1, 4.95206e+16, 0.174175
0, 5.26212e+15, 1.54316
0, 6.12833e+16, 1.21316
1, 3.63956e+16, 0.0720722
0, 7.45414e+15, 1.19022
1, 5.37232e+15, 1.54647
0, 8.52576e+16, 0.271921
0, 8.18886e+16, 1.47386
0, 8.72003e+16, 0.308496
0, 3.30935e+16, 1.23733
1, 6.96471e+15, 0.921172
0, 7.75233e+16, 0.851662
0, 7.24027e+16, 0.0898611
0, 6.3877e+16, 0.760211
0, 7.30413e+16, 0.246302
0, 3.38889e+16, 1.12805
0, 9.27427e+16, 1.39664
0, 9.01142e+16, 1.54662
0, 4.66626e+16, 1.41896
1, 1.21103e+16, 0.769271
0, 4.82806e+16, 1.46349
1, 9.73412e+15, 0.138147
1, 3.59058e+16, 0.0358028
0, 5.74294e+16, 0.344009
1, 3.35664e+16, 0.216825
0, 9.42943e+15, 0.828104
0, 8.24973e+16, 0.443266
1, 3.3447e+16, 0.0717523
1, 2.33922e+16, 0.29005
0, 4.08576e+16, 0.509776
0, 7.5313e+16, 0.268116
0, 8.79096e+16, 1.45346
0, 7.99134e+16, 0.492523
0, 3.86404e+16, 0.548328
1, 4.39176e+15, 0.390209
0, 5.7197e+16, 0.315669
0, 6.28221e+16, 0.617699
1, 5.70948e+15, 0.743293
0, 3.50142e+16, 0.788617
0, 6.4991e+16, 0.789917
0, 9.46145e+16, 0.989007
0, 5.42157e+16, 0.470826
0, 1.62932e+16, 1.00894
0, 4.8134e+16, 1.42578
0, 8.0236e+16, 0.51082
0, 8.11109e+16, 1.25078
0, 9.82899e+16, 0.785576
0, 8.1378e+16, 1.51305
0, 9.80679e+16, 0.275732
1, 2.03547e+16, 0.449449
0, 3.47599e+16, 0.988749
0, 9.16286e+16, 1.38996
1, 1.65088e+16, 0.911491
0, 9.14195e+16, 0.291806
0, 3.78197e+16, 0.840522
0, 8.69582e+16, 1.47008
0, 3.32303e+16, 0.879245
1, 1.21139e+15, 0.627401
0, 3.75063e+16, 0.755369
0, 6.03118e+16, 1.17711
0, 8.95464e+16, 0.567745
0, 6.87063e+16, 0.487251
1, 1.30344e+16, 0.999833
1, 2.45522e+15, 0.576494
0, 9.43703e+16, 0.485329
1, 9.95569e+15, 1.48915
1, 2.06527e+16, 0.735864
0, 7.28489e+16, 1.40709
0, 8.99505e+16, 0.45358
1, 4.42384e+16, 0.235445
0, 7.60039e+16, 0.914965
0, 7.29614e+16, 1.47464
0, 3.35272e+16, 0.407598
1, 2.77087e+16, 0.44597
1, 6.44341e+15, 0.555993
0, 4.46179e+16, 0.796162
0, 8.94641e+16, 0.531236
1, 1.69166e+16, 0.522653
1, 3.03619e+16, 0.443426
1, 5.18395e+16, 0.22526
0, 8.76948e+16, 1.27863
0, 4.8044e+16, 1.23511
0, 1.42942e+16, 1.49035
1, 7.50268e+15, 0.389679
0, 5.85889e+16, 0.13711
1, 2.65496e+16, 0.077582
0, 6.28666e+16, 1.25725
0, 4.65388e+16, 0.896536
0, 2.26276e+15, 1.46805
1, 8.19981e+15, 0.531141
1, 2.43052e+16, 1.20302
0, 8.96663e+16, 1.31019
1, 6.02754e+16, 0.0660384
1, 1.69102e+16, 0.798053
0, 8.619e+16, 0.775635
1, 6.0305e+15, 0.146422
0, 6.31922e+16, 1.41496
1, 2.58635e+15, 0.342559
0, 8.26738e+16, 1.33463
0, 6.93015e+16, 0.961544
0, 9.51483e+16, 0.760262
1, 5.23959e+16, 0.0115462
0, 7.97067e+16, 0.733981
0, 3.64251e+16, 1.56442
0, 9.79698e+16, 1.1612
1, 7.07379e+15, 0.147909
0, 9.2418e+16, 0.536487
0, 9.25996e+16, 1.40095
0, 7.26095e+16, 1.22807
0, 5.25851e+16, 1.01917
1, 1.98809e+16, 0.693803
0, 7.434e+16, 1.15849
0, 4.93813e+16, 0.211692
0, 8.80505e+16, 0.432725
1, 1.85174e+16, 0.339094
0, 5.73884e+16, 1.11777
0, 8.97002e+16, 1.43117
0, 3.80824e+16, 0.93945
0, 5.08057e+16, 0.114464
0, 2.89503e+16, 0.849648
0, 9.42601e+16, 0.366031
0, 2.17313e+16, 0.74553
1, 1.25672e+16, 0.321122
0, 6.49462e+16, 0.643777
1, 3.37546e+16, 0.503941
0, 9.87193e+16, 1.0126
0, 1.79744e+16, 0.910065
0, 9.3892e+16, 0.928309
0, 6.54618e+16, 0.492534
0, 7.00713e+16, 0.789139
1, 5.57306e+16, 0.332706
0, 9.44662e+16, 0.0927398
1, 2.7808e+16, 0.113088
0, 6.00134e+16, 0.234452
0, 4.99168e+16, 1.4528
0, 3.4738e+16, 0.329673
0, 6.14064e+16, 0.509848
0, 9.2428e+16, 0.093122
0, 1.46263e+16, 0.56003
0, 6.50212e+16, 1.14333
0, 6.77581e+16, 1.20895
1, 7.96429e+16, 0.056008
1, 1.04465e+16, 1.10105
0, 7.10214e+16, 1.12868
1, 9.70376e+15, 0.787277
1, 7.54344e+15, 0.237544
0, 7.28235e+16, 1.38591
0, 3.63555e+16, 1.25316
1, 2.93416e+16, 0.121677
0, 9.24399e+16, 1.42724
0, 5.03244e+16, 1.47216
0, 7.44756e+16, 1.27037
0, 5.73583e+16, 1.26506
0, 6.75327e+16, 0.590084
0, 2.41628e+16, 1.14919
0, 5.67448e+16, 1.48125
0, 6.05415e+16, 0.0797269
0, 7.55973e+16, 0.814455
1, 2.64633e+16, 0.101952
0, 3.11995e+16, 1.5021
0, 9.32032e+16, 0.192775
0, 9.11597e+16, 1.56722
0, 6.11489e+16, 0.568379
1, 3.17415e+16, 0.0815682
0, 9.04724e+16, 0.343769
0, 3.79444e+16, 1.33171
0, 7.01518e+16, 0.57154
0, 6.74791e+16, 0.590807
0, 8.09751e+16, 1.22892
0, 8.81341e+16, 1.03815
0, 8.93418e+16, 0.847103
0, 4.43555e+16, 0.316785
0, 9.09236e+16, 0.550043
0, 6.9021e+16, 0.964619
1, 4.16778e+16, 0.522588
0, 6.82633e+16, 0.876445
0, 6.73801e+16, 0.882188
0, 5.37016e+16, 0.787352
0, 8.02184e+16, 0.779378
0, 8.42437e+16, 0.728103
0, 3.55442e+16, 0.881334
0, 7.02824e+16, 0.609048
1, 2.92411e+16, 0.839368
0, 7.28405e+16, 0.262337
1, 1.79182e+15, 1.40062
0, 2.26984e+16, 1.28566
0, 7.61831e+16, 0.437712
0, 3.96894e+16, 0.758403
0, 2.65801e+16, 0.810019
1, 7.49514e+16, 0.112662
0, 3.65657e+16, 0.322982
1, 7.51454e+16, 0.0877607
0, 6.64837e+16, 0.113141
0, 6.59503e+16, 0.459869
0, 4.18486e+16, 0.349297
1, 2.52352e+16, 0.181339
1, 7.24093e+15, 1.10332
0, 6.69647e+16, 1.55139
0, 4.1731e+16, 0.258735
0, 2.67531e+16, 1.5393
